Date,Product Name,Category,Opening Stock,Purchases,Sales,Returns,Stock Adjustments,Closing Stock,Revenue,Costs,Profit
01-05-2024,21D Full Glue Glass New,Hardware,5,0,0,0,0,5,0,0,0
02-05-2024,21D Full Glue Glass New,Hardware,5,0,5,6,3,9,600,0,600
03-05-2024,21D Full Glue Glass New,Hardware,9,0,0,0,0,9,0,0,0
04-05-2024,21D Full Glue Glass New,Hardware,9,0,1,1,-2,7,120,0,120
05-05-2024,21D Full Glue Glass New,Hardware,7,81,27,6,1,68,3240,3078,162
06-05-2024,21D Full Glue Glass New,Hardware,68,0,15,1,-2,52,1800,0,1800
07-05-2024,21D Full Glue Glass New,Hardware,52,0,38,2,-1,15,4560,0,4560
08-05-2024,21D Full Glue Glass New,Hardware,15,0,0,9,0,24,0,0,0
09-05-2024,21D Full Glue Glass New,Hardware,24,0,24,4,2,6,2880,0,2880
10-05-2024,21D Full Glue Glass New,Hardware,6,0,0,0,0,6,0,0,0
11-05-2024,21D Full Glue Glass New,Hardware,6,0,4,9,-1,10,480,0,480
12-05-2024,21D Full Glue Glass New,Hardware,10,0,3,4,-3,8,360,0,360
13-05-2024,21D Full Glue Glass New,Hardware,8,0,6,1,1,4,720,0,720
14-05-2024,21D Full Glue Glass New,Hardware,4,0,0,7,2,13,0,0,0
15-05-2024,21D Full Glue Glass New,Hardware,13,0,4,8,-5,12,480,0,480
16-05-2024,21D Full Glue Glass New,Hardware,12,38,49,0,3,4,5880,1444,4436
17-05-2024,21D Full Glue Glass New,Hardware,4,0,0,0,0,4,0,0,0
18-05-2024,21D Full Glue Glass New,Hardware,4,0,2,1,-4,0,240,0,240
19-05-2024,21D Full Glue Glass New,Hardware,0,0,0,0,0,0,0,0,0
20-05-2024,21D Full Glue Glass New,Hardware,0,0,0,5,3,8,0,0,0
21-05-2024,21D Full Glue Glass New,Hardware,8,0,7,6,-4,3,840,0,840
22-05-2024,21D Full Glue Glass New,Hardware,3,0,0,8,1,12,0,0,0
23-05-2024,21D Full Glue Glass New,Hardware,12,0,8,1,-1,4,960,0,960
24-05-2024,21D Full Glue Glass New,Hardware,4,0,0,0,0,4,0,0,0
25-05-2024,21D Full Glue Glass New,Hardware,4,71,68,2,4,13,8160,2698,5462
26-05-2024,21D Full Glue Glass New,Hardware,13,0,5,8,-4,12,600,0,600
27-05-2024,21D Full Glue Glass New,Hardware,12,0,8,6,-3,7,960,0,960
28-05-2024,21D Full Glue Glass New,Hardware,7,0,0,0,0,7,0,0,0
29-05-2024,21D Full Glue Glass New,Hardware,7,0,2,6,-2,9,240,0,240
30-05-2024,21D Full Glue Glass New,Hardware,9,0,8,4,-5,0,960,0,960
31-05-2024,21D Full Glue Glass New,Hardware,0,0,0,0,0,0,0,0,0
01-06-2024,21D Full Glue Glass New,Hardware,0,0,0,8,4,12,0,0,0
02-06-2024,21D Full Glue Glass New,Hardware,12,0,10,8,-5,5,1200,0,1200
03-06-2024,21D Full Glue Glass New,Hardware,5,71,15,4,-1,64,1800,2698,-898
04-06-2024,21D Full Glue Glass New,Hardware,64,0,0,0,0,64,0,0,0
05-06-2024,21D Full Glue Glass New,Hardware,64,0,0,7,-2,69,0,0,0
06-06-2024,21D Full Glue Glass New,Hardware,69,0,65,9,-3,10,7800,0,7800
07-06-2024,21D Full Glue Glass New,Hardware,10,0,0,0,0,10,0,0,0
08-06-2024,21D Full Glue Glass New,Hardware,10,0,5,6,-5,6,600,0,600
09-06-2024,21D Full Glue Glass New,Hardware,6,0,4,2,3,7,480,0,480
10-06-2024,21D Full Glue Glass New,Hardware,7,0,1,4,-5,5,120,0,120
11-06-2024,21D Full Glue Glass New,Hardware,5,50,36,8,3,30,4320,1900,2420
12-06-2024,21D Full Glue Glass New,Hardware,30,0,22,8,0,16,2640,0,2640
13-06-2024,21D Full Glue Glass New,Hardware,16,0,0,1,-5,12,0,0,0
14-06-2024,21D Full Glue Glass New,Hardware,12,0,0,0,0,12,0,0,0
15-06-2024,21D Full Glue Glass New,Hardware,12,0,9,6,-4,5,1080,0,1080
16-06-2024,21D Full Glue Glass New,Hardware,5,0,4,4,0,5,480,0,480
17-06-2024,21D Full Glue Glass New,Hardware,5,0,0,0,0,5,0,0,0
18-06-2024,21D Full Glue Glass New,Hardware,5,0,0,0,0,5,0,0,0
19-06-2024,21D Full Glue Glass New,Hardware,5,0,0,0,0,5,0,0,0
20-06-2024,21D Full Glue Glass New,Hardware,5,53,38,0,3,23,4560,2014,2546
21-06-2024,21D Full Glue Glass New,Hardware,23,0,0,0,0,23,0,0,0
22-06-2024,21D Full Glue Glass New,Hardware,23,0,11,9,-5,16,1320,0,1320
23-06-2024,21D Full Glue Glass New,Hardware,16,0,13,0,-5,0,1560,0,1560
24-06-2024,21D Full Glue Glass New,Hardware,0,0,0,9,4,13,0,0,0
25-06-2024,21D Full Glue Glass New,Hardware,13,0,2,9,3,23,240,0,240
26-06-2024,21D Full Glue Glass New,Hardware,23,0,17,7,0,13,2040,0,2040
27-06-2024,21D Full Glue Glass New,Hardware,13,0,6,3,1,11,720,0,720
28-06-2024,21D Full Glue Glass New,Hardware,11,0,0,0,0,11,0,0,0
29-06-2024,21D Full Glue Glass New,Hardware,11,0,8,0,1,4,960,0,960
30-06-2024,21D Full Glue Glass New,Hardware,4,0,2,6,0,8,240,0,240
01-07-2024,21D Full Glue Glass New,Hardware,8,0,0,0,0,8,0,0,0
02-07-2024,21D Full Glue Glass New,Hardware,8,56,9,0,-1,54,1080,2128,-1048
03-07-2024,21D Full Glue Glass New,Hardware,54,0,40,9,-1,22,4800,0,4800
04-07-2024,21D Full Glue Glass New,Hardware,22,0,0,0,0,22,0,0,0
05-07-2024,21D Full Glue Glass New,Hardware,22,0,0,0,0,22,0,0,0
06-07-2024,21D Full Glue Glass New,Hardware,22,0,16,1,-3,4,1920,0,1920
07-07-2024,21D Full Glue Glass New,Hardware,4,0,3,4,-2,3,360,0,360
08-07-2024,21D Full Glue Glass New,Hardware,3,0,3,4,-4,0,360,0,360
09-07-2024,21D Full Glue Glass New,Hardware,0,0,0,0,1,1,0,0,0
10-07-2024,21D Full Glue Glass New,Hardware,1,0,1,1,1,2,120,0,120
11-07-2024,21D Full Glue Glass New,Hardware,2,0,2,4,-1,3,240,0,240
12-07-2024,21D Full Glue Glass New,Hardware,3,0,0,0,0,3,0,0,0
13-07-2024,21D Full Glue Glass New,Hardware,3,71,14,6,-5,61,1680,2698,-1018
14-07-2024,21D Full Glue Glass New,Hardware,61,0,5,9,4,69,600,0,600
15-07-2024,21D Full Glue Glass New,Hardware,69,0,66,7,3,13,7920,0,7920
16-07-2024,21D Full Glue Glass New,Hardware,13,0,0,0,0,13,0,0,0
17-07-2024,21D Full Glue Glass New,Hardware,13,0,0,0,0,13,0,0,0
18-07-2024,21D Full Glue Glass New,Hardware,13,0,9,7,4,15,1080,0,1080
19-07-2024,21D Full Glue Glass New,Hardware,15,0,0,0,0,15,0,0,0
20-07-2024,21D Full Glue Glass New,Hardware,15,0,5,2,-3,9,600,0,600
21-07-2024,21D Full Glue Glass New,Hardware,9,0,9,5,-1,4,1080,0,1080
22-07-2024,21D Full Glue Glass New,Hardware,4,0,0,0,0,4,0,0,0
23-07-2024,21D Full Glue Glass New,Hardware,4,52,28,3,-1,30,3360,1976,1384
24-07-2024,21D Full Glue Glass New,Hardware,30,0,26,0,-4,0,3120,0,3120
25-07-2024,21D Full Glue Glass New,Hardware,0,0,0,8,-2,6,0,0,0
26-07-2024,21D Full Glue Glass New,Hardware,6,0,0,0,0,6,0,0,0
27-07-2024,21D Full Glue Glass New,Hardware,6,0,0,0,0,6,0,0,0
28-07-2024,21D Full Glue Glass New,Hardware,6,0,2,2,-2,4,240,0,240
29-07-2024,21D Full Glue Glass New,Hardware,4,0,4,8,4,12,480,0,480
30-07-2024,21D Full Glue Glass New,Hardware,12,0,0,0,0,12,0,0,0
31-07-2024,21D Full Glue Glass New,Hardware,12,0,0,0,0,12,0,0,0
01-08-2024,21D Full Glue Glass New,Hardware,12,0,3,1,3,13,360,0,360
02-08-2024,21D Full Glue Glass New,Hardware,13,0,0,0,0,13,0,0,0
03-08-2024,21D Full Glue Glass New,Hardware,13,32,44,9,1,11,5280,1216,4064
04-08-2024,21D Full Glue Glass New,Hardware,11,0,0,9,-4,16,0,0,0
05-08-2024,21D Full Glue Glass New,Hardware,16,0,11,4,2,11,1320,0,1320
06-08-2024,21D Full Glue Glass New,Hardware,11,0,1,3,-3,10,120,0,120
07-08-2024,21D Full Glue Glass New,Hardware,10,0,7,4,-5,2,840,0,840
08-08-2024,21D Full Glue Glass New,Hardware,2,0,1,3,-3,1,120,0,120
09-08-2024,21D Full Glue Glass New,Hardware,1,0,0,0,0,1,0,0,0
10-08-2024,21D Full Glue Glass New,Hardware,1,0,1,0,-4,0,120,0,120
11-08-2024,21D Full Glue Glass New,Hardware,0,0,0,5,2,7,0,0,0
12-08-2024,21D Full Glue Glass New,Hardware,7,0,0,0,0,7,0,0,0
13-08-2024,21D Full Glue Glass New,Hardware,7,82,45,0,1,45,5400,3116,2284
14-08-2024,21D Full Glue Glass New,Hardware,45,0,0,0,0,45,0,0,0
15-08-2024,21D Full Glue Glass New,Hardware,45,0,22,6,-5,24,2640,0,2640
16-08-2024,21D Full Glue Glass New,Hardware,24,0,0,0,0,24,0,0,0
17-08-2024,21D Full Glue Glass New,Hardware,24,0,5,0,-1,18,600,0,600
18-08-2024,21D Full Glue Glass New,Hardware,18,0,5,5,2,20,600,0,600
19-08-2024,21D Full Glue Glass New,Hardware,20,0,6,5,3,22,720,0,720
20-08-2024,21D Full Glue Glass New,Hardware,22,0,0,9,4,35,0,0,0
21-08-2024,21D Full Glue Glass New,Hardware,35,0,18,5,-2,20,2160,0,2160
22-08-2024,21D Full Glue Glass New,Hardware,20,0,17,0,-4,0,2040,0,2040
23-08-2024,21D Full Glue Glass New,Hardware,0,0,0,0,0,0,0,0,0
24-08-2024,21D Full Glue Glass New,Hardware,0,0,0,9,-5,4,0,0,0
25-08-2024,21D Full Glue Glass New,Hardware,4,95,38,4,3,68,4560,3610,950
26-08-2024,21D Full Glue Glass New,Hardware,68,0,31,5,-3,39,3720,0,3720
27-08-2024,21D Full Glue Glass New,Hardware,39,0,35,9,-5,8,4200,0,4200
28-08-2024,21D Full Glue Glass New,Hardware,8,0,3,9,-3,11,360,0,360
29-08-2024,21D Full Glue Glass New,Hardware,11,0,7,0,-5,0,840,0,840
30-08-2024,21D Full Glue Glass New,Hardware,0,0,0,0,0,0,0,0,0
31-08-2024,21D Full Glue Glass New,Hardware,0,0,0,0,-2,0,0,0,0
01-09-2024,21D Full Glue Glass New,Hardware,0,0,0,0,-3,0,0,0,0
02-09-2024,21D Full Glue Glass New,Hardware,0,0,0,3,2,5,0,0,0
03-09-2024,21D Full Glue Glass New,Hardware,5,0,5,2,0,2,600,0,600
04-09-2024,21D Full Glue Glass New,Hardware,2,90,30,9,4,75,3600,3420,180
05-09-2024,21D Full Glue Glass New,Hardware,75,0,70,3,-1,7,8400,0,8400
06-09-2024,21D Full Glue Glass New,Hardware,7,0,0,0,0,7,0,0,0
07-09-2024,21D Full Glue Glass New,Hardware,7,0,6,6,4,11,720,0,720
08-09-2024,21D Full Glue Glass New,Hardware,11,0,8,2,4,9,960,0,960
09-09-2024,21D Full Glue Glass New,Hardware,9,0,9,2,-1,1,1080,0,1080
10-09-2024,21D Full Glue Glass New,Hardware,1,0,0,0,2,3,0,0,0
11-09-2024,21D Full Glue Glass New,Hardware,3,0,3,4,3,7,360,0,360
12-09-2024,21D Full Glue Glass New,Hardware,7,0,0,0,0,7,0,0,0
13-09-2024,21D Full Glue Glass New,Hardware,7,0,0,0,0,7,0,0,0
14-09-2024,21D Full Glue Glass New,Hardware,7,0,0,0,0,7,0,0,0
15-09-2024,21D Full Glue Glass New,Hardware,7,47,47,9,-4,12,5640,1786,3854
16-09-2024,21D Full Glue Glass New,Hardware,12,0,6,6,0,12,720,0,720
17-09-2024,21D Full Glue Glass New,Hardware,12,0,0,0,0,12,0,0,0
18-09-2024,21D Full Glue Glass New,Hardware,12,0,11,8,4,13,1320,0,1320
19-09-2024,21D Full Glue Glass New,Hardware,13,0,9,4,-2,6,1080,0,1080
20-09-2024,21D Full Glue Glass New,Hardware,6,0,0,0,0,6,0,0,0
21-09-2024,21D Full Glue Glass New,Hardware,6,0,5,1,1,3,600,0,600
22-09-2024,21D Full Glue Glass New,Hardware,3,0,0,2,4,9,0,0,0
23-09-2024,21D Full Glue Glass New,Hardware,9,0,4,1,-1,5,480,0,480
24-09-2024,21D Full Glue Glass New,Hardware,5,0,4,2,1,4,480,0,480
25-09-2024,21D Full Glue Glass New,Hardware,4,0,0,1,3,8,0,0,0
26-09-2024,21D Full Glue Glass New,Hardware,8,0,5,5,-5,3,600,0,600
27-09-2024,21D Full Glue Glass New,Hardware,3,0,0,0,0,3,0,0,0
28-09-2024,21D Full Glue Glass New,Hardware,3,64,24,9,-4,48,2880,2432,448
29-09-2024,21D Full Glue Glass New,Hardware,48,0,45,5,-5,3,5400,0,5400
30-09-2024,21D Full Glue Glass New,Hardware,3,0,2,9,1,11,240,0,240
01-10-2024,21D Full Glue Glass New,Hardware,11,0,7,7,4,15,840,0,840
02-10-2024,21D Full Glue Glass New,Hardware,15,0,6,9,1,19,720,0,720
03-10-2024,21D Full Glue Glass New,Hardware,19,0,8,4,-1,14,960,0,960
04-10-2024,21D Full Glue Glass New,Hardware,14,0,0,0,0,14,0,0,0
05-10-2024,21D Full Glue Glass New,Hardware,14,0,4,6,-5,11,480,0,480
06-10-2024,21D Full Glue Glass New,Hardware,11,0,2,3,3,15,240,0,240
07-10-2024,21D Full Glue Glass New,Hardware,15,96,22,8,-1,96,2640,3648,-1008
08-10-2024,21D Full Glue Glass New,Hardware,96,0,94,5,4,11,11280,0,11280
09-10-2024,21D Full Glue Glass New,Hardware,11,0,7,6,-5,5,840,0,840
10-10-2024,21D Full Glue Glass New,Hardware,5,0,4,2,-3,0,480,0,480
11-10-2024,21D Full Glue Glass New,Hardware,0,0,0,0,0,0,0,0,0
12-10-2024,21D Full Glue Glass New,Hardware,0,0,0,0,-1,0,0,0,0
13-10-2024,21D Full Glue Glass New,Hardware,0,0,0,5,-4,1,0,0,0
14-10-2024,21D Full Glue Glass New,Hardware,1,0,0,1,4,6,0,0,0
15-10-2024,21D Full Glue Glass New,Hardware,6,0,0,0,0,6,0,0,0
16-10-2024,21D Full Glue Glass New,Hardware,6,78,69,0,-5,10,8280,2964,5316
17-10-2024,21D Full Glue Glass New,Hardware,10,0,8,6,2,10,960,0,960
18-10-2024,21D Full Glue Glass New,Hardware,10,0,0,0,0,10,0,0,0
19-10-2024,21D Full Glue Glass New,Hardware,10,0,4,0,4,10,480,0,480
20-10-2024,21D Full Glue Glass New,Hardware,10,0,1,5,1,15,120,0,120
21-10-2024,21D Full Glue Glass New,Hardware,15,0,14,2,1,4,1680,0,1680
22-10-2024,21D Full Glue Glass New,Hardware,4,0,4,5,2,7,480,0,480
23-10-2024,21D Full Glue Glass New,Hardware,7,0,5,6,1,9,600,0,600
24-10-2024,21D Full Glue Glass New,Hardware,9,0,0,0,0,9,0,0,0
25-10-2024,21D Full Glue Glass New,Hardware,9,0,0,0,0,9,0,0,0
26-10-2024,21D Full Glue Glass New,Hardware,9,0,2,4,2,13,240,0,240
27-10-2024,21D Full Glue Glass New,Hardware,13,0,6,9,3,19,720,0,720
28-10-2024,21D Full Glue Glass New,Hardware,19,81,63,2,-3,36,7560,3078,4482
29-10-2024,21D Full Glue Glass New,Hardware,36,0,1,6,3,44,120,0,120
30-10-2024,21D Full Glue Glass New,Hardware,44,0,0,3,-2,45,0,0,0
31-10-2024,21D Full Glue Glass New,Hardware,45,0,10,9,1,45,1200,0,1200
01-11-2024,21D Full Glue Glass New,Hardware,45,0,0,0,0,45,0,0,0
02-11-2024,21D Full Glue Glass New,Hardware,45,0,36,3,2,14,4320,0,4320
03-11-2024,21D Full Glue Glass New,Hardware,14,0,14,8,4,12,1680,0,1680
04-11-2024,21D Full Glue Glass New,Hardware,12,0,12,4,-1,3,1440,0,1440
05-11-2024,21D Full Glue Glass New,Hardware,3,0,2,9,4,14,240,0,240
06-11-2024,21D Full Glue Glass New,Hardware,14,77,34,9,4,70,4080,2926,1154
07-11-2024,21D Full Glue Glass New,Hardware,70,0,56,2,3,19,6720,0,6720
08-11-2024,21D Full Glue Glass New,Hardware,19,0,0,0,0,19,0,0,0
09-11-2024,21D Full Glue Glass New,Hardware,19,0,0,0,0,19,0,0,0
10-11-2024,21D Full Glue Glass New,Hardware,19,0,6,2,0,15,720,0,720
11-11-2024,21D Full Glue Glass New,Hardware,15,0,13,7,-5,4,1560,0,1560
12-11-2024,21D Full Glue Glass New,Hardware,4,0,2,8,-4,6,240,0,240
13-11-2024,21D Full Glue Glass New,Hardware,6,0,6,0,2,2,720,0,720
14-11-2024,21D Full Glue Glass New,Hardware,2,0,0,0,0,2,0,0,0
15-11-2024,21D Full Glue Glass New,Hardware,2,0,0,0,0,2,0,0,0
16-11-2024,21D Full Glue Glass New,Hardware,2,0,1,0,-1,0,120,0,120
17-11-2024,21D Full Glue Glass New,Hardware,0,24,16,4,4,16,1920,912,1008
18-11-2024,21D Full Glue Glass New,Hardware,16,0,15,7,1,9,1800,0,1800
19-11-2024,21D Full Glue Glass New,Hardware,9,0,5,7,-3,8,600,0,600
20-11-2024,21D Full Glue Glass New,Hardware,8,0,0,0,4,12,0,0,0
21-11-2024,21D Full Glue Glass New,Hardware,12,0,8,6,3,13,960,0,960
22-11-2024,21D Full Glue Glass New,Hardware,13,0,0,0,0,13,0,0,0
23-11-2024,21D Full Glue Glass New,Hardware,13,0,12,8,-5,4,1440,0,1440
24-11-2024,21D Full Glue Glass New,Hardware,4,0,4,8,-4,4,480,0,480
25-11-2024,21D Full Glue Glass New,Hardware,4,0,4,1,-5,0,480,0,480
26-11-2024,21D Full Glue Glass New,Hardware,0,43,24,2,2,23,2880,1634,1246
27-11-2024,21D Full Glue Glass New,Hardware,23,0,15,6,0,14,1800,0,1800
28-11-2024,21D Full Glue Glass New,Hardware,14,0,10,2,-1,5,1200,0,1200
29-11-2024,21D Full Glue Glass New,Hardware,5,0,0,0,0,5,0,0,0
30-11-2024,21D Full Glue Glass New,Hardware,5,0,4,1,0,2,480,0,480
01-12-2024,21D Full Glue Glass New,Hardware,2,0,2,6,1,7,240,0,240
02-12-2024,21D Full Glue Glass New,Hardware,7,0,4,9,-2,10,480,0,480
03-12-2024,21D Full Glue Glass New,Hardware,10,0,0,1,-1,10,0,0,0
04-12-2024,21D Full Glue Glass New,Hardware,10,76,67,3,0,22,8040,2888,5152
05-12-2024,21D Full Glue Glass New,Hardware,22,0,3,5,0,24,360,0,360
06-12-2024,21D Full Glue Glass New,Hardware,24,0,0,0,0,24,0,0,0
07-12-2024,21D Full Glue Glass New,Hardware,24,0,22,7,2,11,2640,0,2640
08-12-2024,21D Full Glue Glass New,Hardware,11,0,3,2,-3,7,360,0,360
09-12-2024,21D Full Glue Glass New,Hardware,7,0,0,4,0,11,0,0,0
10-12-2024,21D Full Glue Glass New,Hardware,11,0,9,9,0,11,1080,0,1080
11-12-2024,21D Full Glue Glass New,Hardware,11,0,6,2,-3,4,720,0,720
12-12-2024,21D Full Glue Glass New,Hardware,4,89,40,2,-5,50,4800,3382,1418
13-12-2024,21D Full Glue Glass New,Hardware,50,0,0,0,0,50,0,0,0
14-12-2024,21D Full Glue Glass New,Hardware,50,0,48,2,0,4,5760,0,5760
15-12-2024,21D Full Glue Glass New,Hardware,4,0,2,5,-3,4,240,0,240
16-12-2024,21D Full Glue Glass New,Hardware,4,0,1,5,-4,4,120,0,120
17-12-2024,21D Full Glue Glass New,Hardware,4,0,0,8,-4,8,0,0,0
18-12-2024,21D Full Glue Glass New,Hardware,8,0,3,9,4,18,360,0,360
19-12-2024,21D Full Glue Glass New,Hardware,18,0,17,1,0,2,2040,0,2040
20-12-2024,21D Full Glue Glass New,Hardware,2,0,0,0,0,2,0,0,0
21-12-2024,21D Full Glue Glass New,Hardware,2,53,47,8,3,19,5640,2014,3626
22-12-2024,21D Full Glue Glass New,Hardware,19,0,1,7,3,28,120,0,120
23-12-2024,21D Full Glue Glass New,Hardware,28,0,7,0,-3,18,840,0,840
24-12-2024,21D Full Glue Glass New,Hardware,18,0,2,1,0,17,240,0,240
25-12-2024,21D Full Glue Glass New,Hardware,17,0,0,0,0,17,0,0,0
26-12-2024,21D Full Glue Glass New,Hardware,17,0,0,0,0,17,0,0,0
27-12-2024,21D Full Glue Glass New,Hardware,17,0,0,0,0,17,0,0,0
28-12-2024,21D Full Glue Glass New,Hardware,17,54,17,2,3,59,2040,2052,-12
29-12-2024,21D Full Glue Glass New,Hardware,59,0,15,2,2,48,1800,0,1800
30-12-2024,21D Full Glue Glass New,Hardware,48,0,0,0,0,48,0,0,0
31-12-2024,21D Full Glue Glass New,Hardware,48,0,8,4,0,44,960,0,960
01-12-2023,3 in1 Magnetic Wireless Charger,Hardware,141,0,0,0,0,141,0,0,0
02-12-2023,3 in1 Magnetic Wireless Charger,Hardware,141,58,93,2,-2,106,325500,107300,218200
03-12-2023,3 in1 Magnetic Wireless Charger,Hardware,106,0,96,9,2,21,336000,0,336000
04-12-2023,3 in1 Magnetic Wireless Charger,Hardware,21,0,7,1,-4,11,24500,0,24500
05-12-2023,3 in1 Magnetic Wireless Charger,Hardware,11,0,0,0,0,11,0,0,0
06-12-2023,3 in1 Magnetic Wireless Charger,Hardware,11,0,8,8,1,12,28000,0,28000
07-12-2023,3 in1 Magnetic Wireless Charger,Hardware,12,0,12,8,-2,6,42000,0,42000
08-12-2023,3 in1 Magnetic Wireless Charger,Hardware,6,0,0,0,0,6,0,0,0
09-12-2023,3 in1 Magnetic Wireless Charger,Hardware,6,0,0,0,0,6,0,0,0
10-12-2023,3 in1 Magnetic Wireless Charger,Hardware,6,54,22,2,2,42,77000,99900,-22900
11-12-2023,3 in1 Magnetic Wireless Charger,Hardware,42,0,21,2,0,23,73500,0,73500
12-12-2023,3 in1 Magnetic Wireless Charger,Hardware,23,0,1,2,-1,23,3500,0,3500
13-12-2023,3 in1 Magnetic Wireless Charger,Hardware,23,0,0,7,-1,29,0,0,0
14-12-2023,3 in1 Magnetic Wireless Charger,Hardware,29,0,16,4,2,19,56000,0,56000
15-12-2023,3 in1 Magnetic Wireless Charger,Hardware,19,0,0,0,0,19,0,0,0
16-12-2023,3 in1 Magnetic Wireless Charger,Hardware,19,0,19,8,-2,6,66500,0,66500
17-12-2023,3 in1 Magnetic Wireless Charger,Hardware,6,0,6,3,-2,1,21000,0,21000
18-12-2023,3 in1 Magnetic Wireless Charger,Hardware,1,0,0,1,-2,0,0,0,0
19-12-2023,3 in1 Magnetic Wireless Charger,Hardware,0,38,21,0,3,20,73500,70300,3200
20-12-2023,3 in1 Magnetic Wireless Charger,Hardware,20,0,0,0,0,20,0,0,0
21-12-2023,3 in1 Magnetic Wireless Charger,Hardware,20,0,7,7,-4,16,24500,0,24500
22-12-2023,3 in1 Magnetic Wireless Charger,Hardware,16,0,0,0,0,16,0,0,0
23-12-2023,3 in1 Magnetic Wireless Charger,Hardware,16,0,12,8,-1,11,42000,0,42000
24-12-2023,3 in1 Magnetic Wireless Charger,Hardware,11,0,3,9,-3,14,10500,0,10500
25-12-2023,3 in1 Magnetic Wireless Charger,Hardware,14,0,8,4,-5,5,28000,0,28000
26-12-2023,3 in1 Magnetic Wireless Charger,Hardware,5,0,0,3,1,9,0,0,0
27-12-2023,3 in1 Magnetic Wireless Charger,Hardware,9,0,7,0,-1,1,24500,0,24500
28-12-2023,3 in1 Magnetic Wireless Charger,Hardware,1,71,3,7,-3,73,10500,131350,-120850
29-12-2023,3 in1 Magnetic Wireless Charger,Hardware,73,0,0,0,0,73,0,0,0
30-12-2023,3 in1 Magnetic Wireless Charger,Hardware,73,0,28,3,4,52,98000,0,98000
31-12-2023,3 in1 Magnetic Wireless Charger,Hardware,52,0,25,2,1,30,87500,0,87500
01-01-2024,3 in1 Magnetic Wireless Charger,Hardware,30,0,0,0,0,30,0,0,0
02-01-2024,3 in1 Magnetic Wireless Charger,Hardware,30,0,14,5,3,24,49000,0,49000
03-01-2024,3 in1 Magnetic Wireless Charger,Hardware,24,0,16,2,-3,7,56000,0,56000
04-01-2024,3 in1 Magnetic Wireless Charger,Hardware,7,0,3,5,3,12,10500,0,10500
05-01-2024,3 in1 Magnetic Wireless Charger,Hardware,12,0,0,0,0,12,0,0,0
06-01-2024,3 in1 Magnetic Wireless Charger,Hardware,12,0,3,4,0,13,10500,0,10500
07-01-2024,3 in1 Magnetic Wireless Charger,Hardware,13,0,13,4,-2,2,45500,0,45500
08-01-2024,3 in1 Magnetic Wireless Charger,Hardware,2,65,15,7,4,63,52500,120250,-67750
09-01-2024,3 in1 Magnetic Wireless Charger,Hardware,63,0,41,6,-2,26,143500,0,143500
10-01-2024,3 in1 Magnetic Wireless Charger,Hardware,26,0,25,5,-5,1,87500,0,87500
11-01-2024,3 in1 Magnetic Wireless Charger,Hardware,1,0,1,0,4,4,3500,0,3500
12-01-2024,3 in1 Magnetic Wireless Charger,Hardware,4,0,0,0,0,4,0,0,0
13-01-2024,3 in1 Magnetic Wireless Charger,Hardware,4,0,0,4,1,9,0,0,0
14-01-2024,3 in1 Magnetic Wireless Charger,Hardware,9,0,0,3,4,16,0,0,0
15-01-2024,3 in1 Magnetic Wireless Charger,Hardware,16,0,2,7,4,25,7000,0,7000
16-01-2024,3 in1 Magnetic Wireless Charger,Hardware,25,79,50,0,1,55,175000,146150,28850
17-01-2024,3 in1 Magnetic Wireless Charger,Hardware,55,0,8,9,0,56,28000,0,28000
18-01-2024,3 in1 Magnetic Wireless Charger,Hardware,56,0,52,0,2,6,182000,0,182000
19-01-2024,3 in1 Magnetic Wireless Charger,Hardware,6,0,0,0,0,6,0,0,0
20-01-2024,3 in1 Magnetic Wireless Charger,Hardware,6,0,0,7,4,17,0,0,0
21-01-2024,3 in1 Magnetic Wireless Charger,Hardware,17,0,3,3,0,17,10500,0,10500
22-01-2024,3 in1 Magnetic Wireless Charger,Hardware,17,0,5,4,3,19,17500,0,17500
23-01-2024,3 in1 Magnetic Wireless Charger,Hardware,19,0,0,9,3,31,0,0,0
24-01-2024,3 in1 Magnetic Wireless Charger,Hardware,31,0,11,1,0,21,38500,0,38500
25-01-2024,3 in1 Magnetic Wireless Charger,Hardware,21,0,21,6,1,7,73500,0,73500
26-01-2024,3 in1 Magnetic Wireless Charger,Hardware,7,0,0,0,0,7,0,0,0
27-01-2024,3 in1 Magnetic Wireless Charger,Hardware,7,0,4,7,-3,7,14000,0,14000
28-01-2024,3 in1 Magnetic Wireless Charger,Hardware,7,0,0,0,0,7,0,0,0
29-01-2024,3 in1 Magnetic Wireless Charger,Hardware,7,61,8,7,-5,62,28000,112850,-84850
30-01-2024,3 in1 Magnetic Wireless Charger,Hardware,62,0,19,1,0,44,66500,0,66500
31-01-2024,3 in1 Magnetic Wireless Charger,Hardware,44,0,24,4,-1,23,84000,0,84000
01-02-2024,3 in1 Magnetic Wireless Charger,Hardware,23,0,11,5,2,19,38500,0,38500
02-02-2024,3 in1 Magnetic Wireless Charger,Hardware,19,0,0,0,0,19,0,0,0
03-02-2024,3 in1 Magnetic Wireless Charger,Hardware,19,0,7,4,-5,11,24500,0,24500
04-02-2024,3 in1 Magnetic Wireless Charger,Hardware,11,0,3,0,3,11,10500,0,10500
05-02-2024,3 in1 Magnetic Wireless Charger,Hardware,11,0,0,0,0,11,0,0,0
06-02-2024,3 in1 Magnetic Wireless Charger,Hardware,11,48,49,0,-2,8,171500,88800,82700
